Year,County,Region,Child Population,% of Children in Total Population,Total Population
2015,Lee,7-Austin,4169,24,17102
2015,Leon,7-Austin,3775,22,17227
2015,Liberty,6-Houston,19763,25,80287
2015,Limestone,7-Austin,5301,23,23481
2015,Lipscomb,1-Lubbock,876,25,3459
2015,Live Oak,11-Edinburg,2322,20,11748
2015,Llano,7-Austin,3021,16,19348
2015,Loving,9-Midland,11,13,87
2015,Lubbock,1-Lubbock,71740,24,295763
2015,Lynn,1-Lubbock,1475,26,5716
2015,Madison,7-Austin,3075,22,14054
2015,Marion,4-Tyler,1929,18,10458
2015,Martin,9-Midland,1515,28,5367
2015,Mason,9-Midland,782,20,3928
2015,Matagorda,6-Houston,9199,25,36932
2015,Maverick,8-San Antonio,17809,31,57107
2015,McCulloch,9-Midland,1949,23,8448
2015,McLennan,7-Austin,62925,26,243882
2015,McMullen,11-Edinburg,133,18,746
2015,Medina,8-San Antonio,11504,24,48221
2015,Menard,9-Midland,422,19,2199
2015,Midland,9-Midland,43753,28,158745
2015,Milam,7-Austin,6026,24,24634
2015,Mills,7-Austin,1055,22,4875
2015,Mitchell,2-Abilene,1827,19,9622
2015,Montague,2-Abilene,4329,22,19446
2015,Montgomery,6-Houston,137611,26,529079
2015,Moore,1-Lubbock,6579,30,21734
2015,Morris,4-Tyler,2810,22,12698
2015,Motley,1-Lubbock,235,20,1191
2015,Nacogdoches,5-Beaumont,13806,22,63548
2015,Navarro,3-Arlington,12038,25,47908
2015,Newton,5-Beaumont,2842,20,14051
2015,Nolan,2-Abilene,3944,26,15376
2015,Nueces,11-Edinburg,90977,25,360992
2015,Ochiltree,1-Lubbock,3285,31,10737
2015,Oldham,1-Lubbock,636,30,2140
2015,Orange,5-Beaumont,19598,23,84037
2015,Palo Pinto,3-Arlington,6503,23,27979
2015,Panola,4-Tyler,5922,24,24238
2015,Parker,3-Arlington,29765,24,125811
2015,Parmer,1-Lubbock,2793,29,9697
2015,Pecos,9-Midland,3908,24,16119
2015,Polk,5-Beaumont,9371,20,47077
2015,Potter,1-Lubbock,32188,26,122204
2015,Presidio,10-El Paso,1730,26,6726
2015,Rains,4-Tyler,2187,20,11147
2015,Randall,1-Lubbock,31219,24,128364
2015,Reagan,9-Midland,1064,28,3739
2015,Real,8-San Antonio,597,18,3364
2015,Red River,4-Tyler,2591,20,12770
2015,Reeves,9-Midland,3192,22,14686
2015,Refugio,11-Edinburg,1717,23,7475
2015,Roberts,1-Lubbock,237,25,955
2015,Robertson,7-Austin,3809,23,16713
2015,Rockwall,3-Arlington,24225,27,89731
2015,Runnels,2-Abilene,2534,24,10726
2015,Rusk,4-Tyler,11753,22,53046
2015,Sabine,5-Beaumont,1913,18,10372
2015,San Augustine,5-Beaumont,1672,19,8631
2015,San Jacinto,5-Beaumont,6168,22,27583
2015,San Patricio,11-Edinburg,17969,26,67868
2015,San Saba,7-Austin,1153,19,5945
2015,Schleicher,9-Midland,922,28,3296
2015,Scurry,2-Abilene,4366,25,17598
2015,Shackelford,2-Abilene,770,23,3370
2015,Shelby,5-Beaumont,6699,26,25552
2015,Sherman,1-Lubbock,831,27,3120
2015,Smith,4-Tyler,55462,25,222690
2015,Somervell,3-Arlington,2009,23,8832
2015,Starr,11-Edinburg,20113,32,63044
2015,Stephens,2-Abilene,2191,23,9589
2015,Sterling,9-Midland,269,22,1199
2015,Stonewall,2-Abilene,310,21,1498
2015,Sutton,9-Midland,1005,24,4221
2015,Swisher,1-Lubbock,1887,25,7576
2015,Tarrant,3-Arlington,523708,27,1973526
2015,Taylor,2-Abilene,33423,25,135587
2015,Terrell,9-Midland,207,20,1022
2015,Terry,1-Lubbock,3374,26,12834
2015,Throckmorton,2-Abilene,317,20,1556
2015,Titus,4-Tyler,9389,29,32731
2015,Tom Green,9-Midland,26860,23,116140
2015,Travis,7-Austin,267332,23,1157447
2015,Trinity,5-Beaumont,2774,19,14429
2015,Tyler,5-Beaumont,4119,19,21503
2015,Upshur,4-Tyler,9278,23,40422
2015,Upton,9-Midland,968,27,3645
2015,Uvalde,8-San Antonio,7174,27,27040
2015,Val Verde,8-San Antonio,13970,29,48649
2015,Van Zandt,4-Tyler,12317,23,54009
2015,Victoria,8-San Antonio,22779,25,91894
2015,Walker,6-Houston,11936,17,70407
2015,Waller,6-Houston,11089,24,46782
2015,Ward,9-Midland,3331,28,11914
2015,Washington,7-Austin,7534,22,34373
2015,Webb,11-Edinburg,83785,32,262486
2015,Wharton,6-Houston,10772,26,41645
2015,Wheeler,1-Lubbock,1393,25,5599
2015,Wichita,2-Abilene,29876,23,132213
2015,Wilbarger,2-Abilene,3173,24,13266
2015,Willacy,11-Edinburg,5553,25,22166
2015,Williamson,7-Austin,134627,27,500485
2015,Wilson,8-San Antonio,11333,24,47206
2015,Winkler,9-Midland,2377,29,8062
2015,Wise,3-Arlington,14900,24,62467
2015,Wood,4-Tyler,8626,20,43677
2015,Yoakum,1-Lubbock,2663,32,8449
2015,Young,2-Abilene,4392,24,18571
2015,Zapata,11-Edinburg,4710,33,14282
2015,Zavala,8-San Antonio,3719,31,12180
